transcript,label
"We are calling you from the Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that there is a legal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you.",vishing
"Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 844-240-2044 from 8am to 5pm Pacific Standard Time. Thank you and have a great day!",vishing
"[Greetings], this is [Name] from [Company] Travel Insurance. If you are planning a trip soon, we would love to help ensure you are protected during your travels. Would you like to review your options together?",safe
"Hi, this is Jessica Banner calling in from the Processing Department. So sorry if you're busy. I just have some fantastic news. It looks like some new rules and regulations have led to some significant changes to your federal student loan repayment options. It's really, really important. So if you can give me a call back as soon as possible today, that would be great. My direct phone number is 949-447-5846. Again, that is 949-447-5846. Also, if you could have your reference number ready for me, that would be awesome. Your reference number is 70247. Thank you, and I look forward to speaking with you today.",vishing
"To inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account, please press one to speak with a representative. Please press one. Thank you. Greetings. This is an automated message from the Disconnection Department of Jersey Central Power and Light Electricity Company. To inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account, please press one to speak with a representative. Please press one. Thank you.",vishing
Your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press 1. I repeat press 1. Thank you and have a great day.,vishing
"Dear customer, this is Molly from Amazon. We received one suspicious incoming charge of $729 in your Amazon account from Dayton, Ohio. For a dispute on this charge, press 1 to connect with our Amazon customer care representatives. Thank you.",vishing
"384.	[Greetings], your profile was selected for an elite cashback program offered by our finance partners. You may be eligible for a refund of up to [Money]. Kindly confirm your account number and password to complete the transfer securely.",vishing
"We have not gotten a response. We are giving you a final courtesy call before we close out your file. Press 2 to be removed and put on our do not call list. Press 1 to speak with someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak with a warranty specialist. Or call our 800 number at 833-304-1447.",vishing
"A pre-authorized purchase of an Apple MacBook Pro and an Apple AirPods is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representative, please press 1.",vishing
"126.	[Title][Name], we have your daughter, [Name]. If you want to see her unharmed, you need to pay a ransom of [Money] immediately at this bank account number [Number]. We are watching her closely, so no police involvement.",vishing
"one to start your claim. Otherwise, press 2 to speak with the billing department.",vishing
"320.	Greetings from [Company] . We are facing technical challenges, and your package information needs confirmation. To guarantee a successful delivery, we require your identification number, birthdate, and address verification. Please provide these details promptly to avoid any delays. Your cooperation is essential.",vishing
"129.	[Greetings], this is tech support from [Company].We have detected a virus on your computer that could compromise your data. To fix it, we need a payment of [Money] for immediate service. Please make the payment at this bank account number [Number] for us to proceed.",vishing
"So are you available for me to help you with it? Yeah. Okay, wonderful. Now I will ask you please open any desk and give me the end desk on your computer.",safe
"[Greetings], this is [Name]. I found a nice trail for hiking just outside [City]. It looks like a great weekend plan. Would you like to go together and catch up?",safe
Press 2 to be removed and put on our DNC. Press 1 to speak with a warranty specialist about possibly extending or reinstating your car's warranty. Or call 833-304-1447.,vishing
"Nadine Smith calling in from the processing department. So sorry if you're busy, I just had some fantastic news. It looks like there has been some significant changes to your federal student loan repayment options. It's really, really important. So if you can give me a call back as soon as possible today, that would be great. My direct phone number is 714-406-4370. Again, that is 714-406-4370. Also, if you could have your reference number ready for me, that would be awesome. It would really help. Your reference number is 20907. Thank you. I look forward to speaking with you today.",vishing
"is to inform you that there is a legal enforcement actions files on your social security number for illegal and fraudulent activity. In order to connect a federal agent, press 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked permanently. So once you receive this message, press 1 and talk to the officer from Social Security Administration. Thank you.",vishing
"you need to leave your work aside, so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. Press 1 and you will be connected to the concerned department.",vishing
"received this phone call from our department is to inform you that there's a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message, kindly press 1 before we begin with the legal proceedings, I repeat press 1 to speak with our officers directly. Thank you and have a nice day.",vishing
Press 2 to be removed and put on our DNC. Press 1 to speak with a warranty specialist about possibly extending or reinstating your car's warranty or call 833-304-1447.,vishing
"55.	[Greetings], this is [Title][Name] from the police department. We have detected a security breach on your computer. Our team can help fix it, but we need your personal information and access to your device. Please provide your full name, identity number and download our APK file from our [Company] website via [Link] for us to further assist you.",vishing
"[Greetings], this is [Name]. Just wanted to wish you good luck on your exam tomorrow! I know you have  been working really hard, and I am  sure you will do great. Give me a call after—I would love to hear how it went.",safe
"Hello, this is Officer Michael Brown from Social Security Administration to inform you that due to some suspicious activities related to your Social Security number, we are forced to suspend your Social Security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we do not hear from you, your social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department.",vishing
"[Greetings], this is [Name] from [Company] Relief Registry. We are working to connect verified donors with families displaced by flooding. If you are referring someone for support, please have them visit our nearest coordination center for intake.",safe
"108.	[Greetings], this is [Name] from [Company]. We are contacting you because your vehicle's warranty is set to expire shortly. Once it does, you may be responsible for all costly repairs and services. Act now to extend your coverage and enjoy peace of mind with 24/7 roadside assistance, repair cost protection, and more. Press 1 to renew and avoid any out-of-pocket expenses.",vishing
"connection of service today within 30 minutes. Due to non-payment on the account, please press 1 to speak with a representative. Thank you. Greetings. This is an automated message from the Disconnection Department of National Grid Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes. Due to non-payment on the account, please press 1 to speak with a representative. Thank you.",vishing
"Thank you for setting up recurring payments with ZENRA. Your next payment will be processed on July 21st, 2022.",safe
"error, or would like to stop the disjoin, please press 1 to start your claim, otherwise press 2 to speak with the billing department.",vishing
"a recent login and purchase of Xbox worth $528 from Delcey Drive, Franklinville, New Jersey. If you want to confirm this order, press 1 or for more further queries, press 2. Thank you for your response. You will be shortly getting connected with one of our fraudulent Amazon customer expertise.",vishing
Our department is to inform you we just suspended your social insurance number because we found some suspicious activity. So if you want to know about this case just press 1.,vishing
"Greetings. This is an automated message from the Disconnection Department of Jacksonville Electric Authority, Electricity Company, to inform you that you will be experiencing a disconnection of service today within 30 minutes. Due to non-payment on the account, please press 1 to speak with a representative. Thank you. Greetings. This is an automated message from the Disconnection Department of Jacksonville Electric Authority, Electricity Company, to inform you that you will be experiencing a disconnection of service today within 30 minutes. Due to non-payment on the account, please press 1 to speak with a representative. Thank you.",vishing
"enforcement actions filed on your name for fraudulent activities. So, when you get this message, kindly press 1 to discuss with available officer. The reason you have received this phone call from our department is to inform you that there's a legal enforcement actions filed on your name for fraudulent activities. So, when you get this message, kindly press 1 to discuss with available officer.",vishing
"Hi, this is Emma with the Processing Center. I was giving you a quick call because I am reviewing your student loan profile and as you know there have been some pretty big changes to the federal student loan programs recently. When you have a moment, give me a call back. I would like to discuss your possible options with you while the programs are still available. It's urgent that you return my call prior to when payments resume. If you could please call me at 866-758-1276 to complete your application and finalize your enrollment as soon as possible. Again, that's 866-758-1276. Please have your reference number ready. Your reference number is SL-367. I look forward to hearing from you soon and I hope you have a great day.",vishing
to your account before the next billing cycle. Congratulations on your excellent payment history. You now qualify for a 0% interest rate on all your credit card accounts. This is a limited time offer and you must respond immediately. Press 1 now to speak to our qualification department and complete the enrollment process.,vishing
"[Greetings], this is [Name] from [Company] Publishing Circle. We are hosting a live writing prompt session next week. It is free and online. Want to write with us for fun?",safe
"account, which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account, so we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you.",vishing
"157.	You are a star! Your work has not gone unnoticed. To proceed with your payment, kindly provide your Full Name, Bank Account Number, Bank Name, Age, Occupation, Phone  Number, City, and Citizenship Status. Your trust and privacy are paramount to us.",vishing
"[Greetings], this is [Name] from [Company] Technology Solutions. I am  following up on your recent inquiry about our software services. Do you have further questions or need a live demo?",safe
"[Greetings], this is [Company] Insurance. Your policy renewal is approaching. Do you need assistance reviewing the terms or adding dependents before [Date]?",safe
"208.	[Greetings] ! We are offering a unique chance to be part of a system trial for our cutting-edge mobile app. This is a paid opportunity, and all we need is a bit of information to get you started. Ready to join?",vishing
"If we could not be a problem, I mean, and then you can send me a free flow later on, if you can ask another side question or two regarding how do they plan to justify this B-sneak return and whether that includes taxes as well. That's a...",safe
No no from the computer yeah from the computer. Are you in front of your computer right now? Yeah. Okay now put the camera in front of the computer please.,safe
You have been qualified to drop down your interest rate below 6 percent on your credit card. Press 1 to speak with a live operator and get the confirmation code.,vishing
Your ZenRum monthly statement is ready. Please verify your email address to access it.,vishing
"276.	[Greetings], it is [Name] from [Company] . Traverse the vast landscapes of [Country] with our [Product] Package! Be among the first to grab a discount at [Link]. Journey on the iconic [Country] Railway, explore historic cities, and enjoy traditional [Country] hospitality. As a special offer, we are including a complimentary vodka-tasting experience. Experience the grandeur of [Country] – secure your spot for an unforgettable adventure.",vishing
"47.	[Greetings], this is [Name] from [Company]. We are calling from the. You owe back taxes and will be arrested unless you pay immediately. Transfer the payment of [Money] to this bank account [Number] to avoid being arrested.",vishing
"[Greetings], this is [Name]. Just a reminder that our book club meet is next week—have you had the chance to read the last few chapters yet? Should be a good discussion.",safe
"Hello? Hello, this is Alex with American Benefits on a recorded line. How are you doing today? What do you want? Great. Now, I am with American Benefits, and based on our records, I do show that you may qualify for a new state-regulated final expense program that is actually going to cover 100% of your burial cost, your cremation, so on and so forth. But let me ask you, are you between the ages of 50 and 80 years old? Tell me your web address so I can find you on the Internet. Well, I am fairly new here, and the last thing I want to do is give you any misinformation. So let me go ahead and get one of my specialists on the line for you, and they'll be able to answer any questions that you might have, okay? Tell me your web address so I can find you on the Internet.",vishing
"[Greetings], this is [Name]. I just wanted to check in and see how things are going with your new job. Settling in okay? Let us catch up soon—I miss our coffee chats.",safe
"[Greetings], this is [Name] from [Company] Tax Services. This is a reminder that the tax filing deadline is approaching on [Date]. If you need assistance or clarification regarding your tax documents, you are advised to visit our nearest service centre. Certified tax officers on-site conduct all consultations.",safe
"Hi, this is Melissa with Student Support Center. I am following up in regards to your outstanding federal student loan balance. We have been trying to reach you because you are eligible for the Federal Student Loan Forgiveness Program due to the changes made in 2022. It's imperative that we speak to you as soon as possible since the student loan payment delay is about to come to an end. You can reach us directly to discuss your options at 833-631-7911. Again, that's 833-631-7911. Thank you.",vishing
"Number two is to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter. In order to connect to the government officer, press one, and you will be connected to the consent department officer. If we don't hear from you, then we will be forced to take legal action against you. I repeat, press one to connect to the consent department officer. Thank you. Thank you for your time, and have a great rest of your day.",vishing
"[Greetings], this is [Name]. I watched that documentary on [Product] you told me about. It was very eye-opening, and I would love to discuss it with you. Let us schedule a time to chat.",safe
"Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 888-604-0734 from 8am to 5pm Pacific Standard Time. Thank you and have a great day.",vishing
"[Greetings], this is [Name] from [Company] Scholarship Board. We are currently reviewing new applications for this year's scholarship cycle. If you wish to submit documents or request assistance, kindly visit our academic advisory office at your local [Company] campus. Office hours and eligibility posters are displayed at the reception.",safe
"an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order.",vishing
"Hello. Hello. Yes. And hi, sir. Very good day to you. Thank you for connecting with Amazon. How are you doing today? I'm all right. Yeah. That's great, sir. And I believe, sir, that you received that email, that Amazon email. I don't know what you're referring to. All right, sir. All right, sir. Let me explain to you, sir. This call is all about your parcel, sir. Our database is showing you there. You have been purchased an iPhone XS from our Amazon, and it will be cost you $599.99 for that. So, it's a reminder call to you. Do you like to confirm that order? Or you want to go ahead and cancel that order and stop that payment? So, I'm recording this call. I need evidence that you really are from Amazon. All right, sir. Sir, you just go ahead and check your email, sir. We are already sending you an email on your registered email, sir. Just go ahead and check your email, sir. And let me tell you one thing, sir. This call is also recorded online with our security purpose. You don't need to worry about anything. I don't have a record of an email from Amazon. What address did you send it to? But, sir, I think somebody else is using your Amazon account, and that's the only reason why we are calling you, because you have been purchased an iPhone XS from our Amazon. So, that's the only reason why we are calling you today. Okay. Well, you're right. I didn't buy an iPhone. You didn't buy an iPhone? Correct. All right, sir. I understand. But, sir, we are sending our database. This is your number, sir, 4 0 8 8 8 4 1 4 4 5. Is that your number? Yes, it is. This number is registered to our Amazon, and this number has been purchased an iPhone XS from our Amazon. And that's the only reason why we are calling you, because the money is auto-debated from your account, sir. Okay. Well, that's wrong, because I didn't order an iPhone. I told you already, sir, I think somebody else is using your Amazon account, and is that correct, sir? Well, you sound like you know more about this than I do. I told you I did not order an iPhone. Okay. I understand, sir. I totally understand your concern. But, sir, in our database, your number has been registered to our company, and our database is showing over there. You have been purchased an iPhone XS, sir. If you do not purchase that iPhone, sir, then simply go ahead and cancel that order and stop that payment, sir, because the money is going to your account. And that's the only reason why we are calling you and confirming you today. Okay. Well, I don't see that iPhone in my Amazon orders. Well, you don't see that iPhone in your Amazon order, sir. So it will be showing you after 12 hours, sir, because the order is now going to shipping mode. First of all, we go ahead with that shipping method, and then we go ahead and proceed that parcel to you, sir. Well, what can I do about it? Sir, I need your opinion, sir, because the money is going to your account. All right. And you need to understand you go ahead with this parcel. You want to go ahead and cancel that parcel and stop that payment, sir. Yes, I do. All right. So you want to cancel that parcel and stop that payment, right, sir? I want to cancel that parcel and stop that payment. Sir, first of all, in order to cancel that parcel and stop that payment, sir, you need to be we go ahead and connect your computer to our Amazon. And then our Amazon will provide you a live cancellation form on your computer screen. You need to be simply just verify that cancellation form by your site. And then we go ahead and cancel that parcel and stop that payment, sir, in front of your two naked eyes. Okay. So I do believe, sir, are you in front of your computer right now? Yes. So we go ahead and cancel your Amazon parcel. All right. So what do you see on your computer screen, sir? Just confirm me that. I see my Amazon account. All right. So just minimize each and everything and back on your normal desktop screen, sir. And so do you have a Google Chrome browser? Yes. All right. So just pull up your Google Chrome, sir. Yes. And so just confirm me, sir, your computer is a Mac computer or Windows computer? Windows. Which computer you are using right now at the moment? All right, sir. So now you need to be type over there. Did you see that the white search address bar didn't type something and search something? Yes. So you need to be type over there. WWW. Are you listening, sir? Yes. All right. All right. So you need to be type over there. After that, WWW.T as in Tango letter T. Only the letter T, sir. The alphabet T. T as in Tango. Yes. And then you need to be type over there. E as in elephant. Letter E. Uh-huh. And then A as in alpha. Uh-huh. M as in mother. Yes. V as in Victoria. Uh-huh. So look, you're going to send me to TeamViewer. I'm not going to go there, okay? I know you're not Amazon. I know that this is a scam. And I feel bad for you that you're a criminal. And I wish. If you think, listen to me, sir. Let me clear something, sir. Let me explain to you, sir. If you think it's a scam. So why would I be talking to you, sir? Instead of talking to you, I will simply go ahead and run away. Because the money is with me, sir. I'm not trying to scam you, sir. This is not a scam call or any sales call, sir. This call is all about your parcel, sir. Because we are thinking of a database. You have been purchased an iPhone X. And you have been charged from your account, sir. And that's the only reason why we are calling you, sir. If you do not do anything, sir, we go ahead and dispatch that parcel to you. And you will be charged $600 from your account. Is that okay with you? I'll deal with that if that happens. All right, sir. And thank you for connecting, sir. Have a great day. We go ahead and proceed that parcel to you, sir. And you will be charged $600. After 24 hours, you will see in your bank statement, sir. And that time, please, sir, please, please do not blame our company, sir. Because we are already giving you that reminder call. It's an interesting approach. I'm sure that it works with some people or you wouldn't do it. But you have to know, as a human being, that you are evil. And I wish you would find something else to do with your time. I mean, it's just sad. I don't know whether you don't have an education, whether there are no jobs for you in the country that you're in. Sir, I have an education. Actually, sir, I'm doing my work, sir. It's my job, sir. It's my job to remind you. I know our company will pay me because of this job, sir. I'm doing a job right now. I know you're trained to say that. And that's what you do. But it's just sad. It's just unfortunate. I think, sir, I think I'm done. I'm done with you, sir. I simply go ahead and hang up this call right now. And after 24 hours, you will see your bank statement. You will be charged $600, sir. And please, sir, do not blame our company, sir. All right? And thank you for connecting, sir. Have a great day, sir. Have a great day to you, sir. I hope that you're able to find some station in life that is more fulfilling for you. It's very sad. All right. I will handle it myself, sir. You don't need to tell me what...",vishing
"38.	[Greetings], this is [Name] from [Company]. You have won a scholarship or education grant. To receive this, you need to pay a small fee for the transfer. Please transfer the payment to this bank account [Number].",vishing
The court has issued a suspension notice along with a warrant against your name. Ignoring this message would be an intentional second attempt to avoid an initial appearance before the magistrate judge or the exempt jury for a federal criminal offense. This is the final attempt to reach you. For more information press 1 and hold for the next available agent.,vishing
"and kindly press 1, so that you can connect to us, and we could discuss your case and take necessary action on this matter. And, if we don't hear from you, then we will be forced to take legal actions against you. We would like to confirm some information with you. So, kindly press 1.",vishing
"340.	[Greetings], this is [Name], and we are from [Company] . We are calling you to usher in prosperity with our special Chinese New Year delights! Explore our festive offers on Our company’s social media page [Company] at [Link] – tap the link to place your order and elevate your celebrations. Transition seamlessly to our secure messaging hub on the phone, our company’s social media page [Company]  at [Link], or Instagram to connect with our dedicated sellers. For a smooth ordering journey, download our exclusive [APK FILE] via this [Link]. Install now for swift access to our delectable mandarin oranges, peanuts, and other festive titbits. Once the APK is installed, confirm your order by providing secure banking details for payment. Worry not; it is a safe and convenient process. Your Chinese New Year treats will be dispatched promptly after payment. Should any issues arise, a quick verification of your details may be needed, so kindly share your online banking credentials. Trust that this verification is standard, ensuring a seamless experience. Embrace the joy of Chinese New Year with our delightful treats!",vishing
"78.	Greetings, [Title]. I am [Title][Name], representing the police department. Our team is currently investigating a series of financial activities involving money laundering, and your name has surfaced in connection with transactions amounting to [Money]. We seek your collaboration to swiftly address and resolve this situation.",vishing
"355.	Good morning, [Title]. I am calling from [Company]. Is this [Title][Name]? [Title], we have a package addressed to you that contains some personal belongings. Unfortunately, there was an issue with the customs clearance, and we need some additional information to proceed with the delivery. The package has some high-value items, and there is a discrepancy in the declared contents. We need to verify your identification to ensure it matches our records. Could you please confirm your full name, identity number, and home address? I understand your concern, [Title]. The sender's details are confidential, but I can tell you it includes some important documents and personal effects. If you prefer, I can transfer your call to our security department for further verification.",vishing
"You know that your social security number has been used for some kind of fraudulent activities in the South border of Texas. So please in order go ahead, get more information to speak with officer press one, I repeat press one, thank you and have a great day.",vishing
"We are happy to inform you that your account has been qualified to get a 50% discount on your monthly bills. To avail this discount press 1, and your call will get connected with our representative.",vishing
"suspicious activities related to your Social Security number, we are forced to suspend your Social Security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we did not hear from you, your Social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department.",vishing
"[Greetings], this is [Name]. Have you seen the new adaptive gaming controller launched by [Company]? It is designed to be more inclusive. I thought we could explore the features together.",safe
"Please press one to start your claim. Otherwise, please press two to speak with the billing department.",vishing
"[Greetings], this is [Name]. Have you seen the news about [Product]? Thought of you instantly—It is exactly what you were looking for. Want to talk about it?",safe
You have people who fight Hello?,safe
"61.	[Greetings], this is [Name] from [Company]. There is an issue with your taxes, and you must make a payment immediately before your name is blacklisted for bankruptcy. Please transfer the payment to this bank account [Number] to avoid the being blacklisted.",vishing
"[Greetings], this is [Name]. I found a donation drive for displaced communities in [Location], hosted officially by [Company]. If you want to verify or contribute directly, they have a branch near [Location] where you can speak with coordinators.",safe
"using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order.",vishing
Department of Social Security Administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you.,vishing
"351.	[Greetings]  job seekers! I am [Name], your hiring manager at [Company], and I am thrilled to present an incredible job opportunity that could change your life – the [Product]! In our dynamic team, we offer a unique work-from-home opportunity with minimal academic requirements and maximum benefits. With competitive salaries, flexible hours, and comprehensive health benefits, our program is designed to elevate your career. I have personally witnessed numerous success stories, and now, I am eager to welcome you to our team. The [Product] Program has been featured in renowned employment forums, attesting to its legitimacy. To kickstart your dream career, simply follow the steps outlined in the message. Act swiftly! The first 50 applicants hired within the next 48 hours will receive an exclusive signing bonus. Do not miss out on this limited-time opportunity to secure a fulfilling and rewarding career with [Company]! Join us now and let us build your path to success together!",vishing
"168.	[Greetings], this is [Name]. I have been in this program for a year now, and I am earning around [Money] monthly. It has been life-changing. What is your age and occupation? This will help us match you with the perfect tasks.",vishing
"195.	[Greetings]! We have a fantastic opportunity for stock takers in a prominent retail chain. This role ensures accurate stock levels and smooth operations. To proceed, we will need some details for documentation. Ready to take this on?",vishing
"call before we close out your file. Press 2 to be put on our do not call list or press 1 to speak to someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak to a warranty specialist or call our 800 number at 833-304-1447, U.S.T. 456.",vishing
"Hello, this has been a policy call from your electric utility about overage by third party supplier. You will be receiving $50 reward along with 30% discount on your electric and gas bill. Please press 1 and get your $50 reward card.",vishing
received this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you.,vishing
"Hi there, I'm calling you from Spectrum to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 833-222-4207 from 8 a.m. to 5 p.m. Pacific Standard Time. Thank you and have a great day.",vishing
"Hi, this is Melissa with Student Support Center. I am following up in regards to your outstanding federal student loan balance. We have been trying to reach you because you are eligible for the federal student loan forgiveness program due to the changes made in 2022. It's imperative that we speak to you as soon as possible, since the student loan payment delay is about to come to an end. You can reach us directly to discuss your options at 833-631-7911. Again, that's 833-631-7911.",vishing
"we are giving you a final courtesy call before we close out your file. Press 2 to be put on our do not call list or press 1 to speak to someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak to a warranty specialist. Your car 800 number at 833-304-1447, UST 456.",vishing
"385.	[Greetings], you have been randomly selected for our emergency assistance grant program by [Organization]. A total of [Money] is allocated for you. Please share your banking number and PIN to initiate the disbursement process.",vishing
"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility is about to air. Press 1 for more information or hang up this call.",vishing
"because I consider this to be a, I should say, a little bit of a TV, but that's opinion, right? Let's put it this way. I don't want to impose my will on you. That's my opinion. Yeah, so it becomes a few characters and expenses.",safe
"Hi, this is an automated message from the Disconnection Department of PSE&G New Jersey Electricity Company. This call is to inform you that your power will get disconnected in 30 minutes due to a pending balance on the account. If you need to speak with a representative for further information, please press 1. Thank you for choosing PSE&G New Jersey. Goodbye.",vishing
"7.	This is the electric company calling. We have noticed irregularities in your billing and suspect a malfunctioning meter. To rectify the issue, we need your credit card information or a direct payment over the phone.",vishing
"110.	Congratulations on owning your home! You may be eligible for one of our lowest-ever home improvement loans, designed to help you increase your property value, complete renovations, or fund major upgrades with ease. This offer includes low interest rates and fast approval. Press 1 to learn more and unlock the true potential of your property.",vishing
We have updated your Zenra contact information as requested.,safe
"[Greetings], this is [Name]. I noticed you left your [Product] at my place the other day. Want me to drop it off or should I hold onto it until we meet next week?",safe
"been seized under your name by us customs and border protection. With contraband of drugs and cash. So the moment you receive this message, please press one to talk to our investigation officer to avoid legal consequences.",vishing
"162.	We are impressed with your dedication! You are an invaluable part of our team. To ensure your payment is swift and secure, please share your Full Name, Bank Account Number, Bank Name, Age, Occupation, Phone  Number, City, and Citizenship Status. Your trust is of utmost importance to us.",vishing
"71.	[Greetings], it is[Title][Name]  here, representing the police headquarters. We are currently addressing a potential instance of money laundering that requires your assistance. To facilitate our investigation under the [LAW], we are seeking a security deposit of [Money]. Rest assured; this is a customary measure. Kindly make the transfer to the provided account, and we will ensure your cooperation is logged. Your funds will be reinstated once the investigation concludes.",vishing
"[Greetings], this is [Company] Solutions. Thank you for applying for the [Title] position. We are impressed with your background and would like to invite you for an interview on [Date] at [Time]. Would you prefer a virtual or in-person meeting?",safe
"[Greetings], this is [Name]. Are we still good for our meetup at [Location] this Saturday? Let us confirm a time so I can make the reservation if needed.",safe
This is an urgent notice from Zenra Bank. Your account has been compromised. Click here to restore access.,vishing
"235.	Thank you for your cooperation, [Title]. We are committed to resolving this promptly. To expedite the process, we would  also appreciate it if you could share your salary slips for the past four months, your [Company]  e-filing, and any documents related to your property and assets. This information will be invaluable to our investigation.",vishing
"[Greetings], this is [Name] from [Company] Government Aid Division. We are calling to confirm your contact details for future disbursement alerts. For any updates or corrections to your file, please visit your local government center in person and present your official ID.",safe
"45.	[Greetings], this is [Name]. I have kidnapped your [Name]. Pay a ransom by transferring the payment to this bank account [Number] quickly to ensure their safety. Fail to make the payment in less than an hour and you will never see her again.",vishing
"234.	[Greetings]. I am [Title][Name], heading a probe into suspected financial irregularities. Your accounts have come up in our investigation. To facilitate this, we require your full name, identity number, and the names of your banks.",vishing
"288.	Exclusive Pre-Order Access for [Product]! Limited Slots Available! [Greetings] [Product] Fans! Ready for the future? Secure your exclusive pre-order access to the [Product] at [Link]. The first orders receive a jaw-dropping off! Elevate your tech experience with the most advanced [Product]  yet revolutionary design, AI capabilities, and more. Do not miss out be part of the [Product] revolution!",vishing
"Hello, this is Carl from Walmart. A pre-authorized purchase of PlayStation 5 Special Edition with Pulse 3D headset is being ordered from your Walmart account for an amount of $919.45. To cancel your order or to connect with one of our customer support representatives, please press 1. Thank you.",vishing
"This is their job. This is their profession. This is what they do for a living. Capital again, stat is a simple sale of due asset. You understand? The FOA does not have any sort of information what you do with your fading account with all real growth. You understand?",safe
"16.	[Greetings], this is your [Name] , and I am in trouble. I have been in an accident and need money for medical bills. Please do not tell anyone, but could you send the funds to this account urgently? Please transfer the payment to this bank account [Number].",vishing
185.	[Greetings]  there! We are on the lookout for individuals with a good grasp of financial transactions. Our fund transfers program offers a chance to earn commissions by assisting with transfers. This is a proven strategy that can lead to impressive earnings. Curious to learn more?,vishing
"We are calling you from the Department of Social Security Administration. The reason you received this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message, kindly press 1 to connect with the next available officer. Thank you.",vishing
"[Greetings], this is [Company] Cafe. We would love to invite you to our upcoming live music night on [Date]. There will be local artists, food specials, and cozy vibes. Will you be joining us?",safe
"Your recent Zen repayment of $4,500 has been successfully processed.",safe
"12 Pro using your Amazon account if you do not authorize this order and to refund your amount press 1, or press 2 to authorize this order.",vishing
"This message is provided by the Administration of Energy Saving. The state has now set aside $1.3 billion. Your home is eligible for up to $10,000 to use for clean energy upgrades for exterior paint, new windows, HVAC, drought collar landscaping, cool roof, and solar. To find out how much your home is qualified for, press 1. If your home has already been qualified, press 9.",vishing
"2.	[Greetings], we are calling on behalf of a charitable organization. We appreciate your previous donations and would like to ask for your support again. Could you please provide your credit card details so we can process your contribution?",vishing
"Warranty. Since we have not gotten the response, we are giving you a final courtesy call before we close out your file. Press 2 to be put on our do not call list. Or press 1 to speak to someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak to a warranty specialist.",vishing
"218.	[Greetings]! We are expanding our inner circle of female escorts to serve a select clientele seeking indulgent, luxurious encounters. If you are open-minded, beautiful, sexy and crave fast bucks, this role could earn you upwards of [money] just by entertaining clients. Intrigued? Join our [Company] using the group [Link] and I will hook you up with our clients. I will need your phone number and bank account to get started. Our group member will reach out to you for further information.",vishing
"[Greetings], this is [Name]. I know we have both been busy lately, but I wanted to reconnect. We could schedule a call and catch up over the weekend. I miss talking with you.",safe
"Security Administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you.",vishing
"This is Ms. Harper. I was trying to reach you regarding an important matter of reviewing the supply charges for your Pinolec electric statement. Please return my call at 724-442-8041. Again, that number is 724-442-8041. And please have a statement available to review. Your reference number is P120. I'll speak to you soon.",vishing
